Price,Close,High,Low,Open,Volume,News_Sentiment
Ticker,ABBV,ABBV,ABBV,ABBV,ABBV,
Date,,,,,,
2023-03-28,146.7521514892578,147.07672746856454,146.0102736438017,146.33484962310843,3532500,0.4
2023-03-29,146.52029418945312,148.09677553741273,144.9994511955176,147.42908698884193,3959900,
2023-03-30,146.4461212158203,147.01180146126777,145.98244934742544,146.5295787560972,3635800,1.0
2023-03-31,147.79075622558594,147.9762362797816,146.2699131721152,146.91905091137562,4957300,0.0
2023-04-03,148.7644805908203,148.8108506076986,146.32556203447623,146.7521463795569,4389400,0.0
2023-04-04,148.17100524902344,149.97932300006232,147.93916927709168,148.84796232502367,4224400,
2023-04-05,149.11688232421875,149.92366688298856,147.45692903761002,148.37500447183098,5743000,
2023-04-06,149.81239318847656,150.40589265236503,148.949956099462,149.11688534094432,5498300,
2023-04-10,149.56199645996094,150.28532344130358,148.5697460215109,149.9607616241148,3309500,
2023-04-11,149.65472412109375,150.77680202368205,149.4785265619746,149.7567324895237,2875800,
2023-04-12,150.56353759765625,151.6021581094937,149.85876141464416,150.3409699950583,4005000,
2023-04-13,152.2574462890625,152.41654326299457,150.2546751461622,150.67581587484284,3868500,
2023-04-14,151.2279815673828,152.54756825378598,150.61030086987742,152.2106528079025,3473100,
2023-04-17,150.84429931640625,151.7988956482761,150.34828679540803,151.53685183643995,4354100,
2023-04-18,149.3562469482422,150.89108095698978,148.2519216050173,150.67583376438608,4996200,0.0
2023-04-19,150.87237548828125,151.08762268337358,148.35487011329187,148.49524561437045,4826900,1.0
2023-04-20,151.36839294433594,151.39646804547505,150.28277476590412,150.84429106900214,3808100,
2023-04-21,151.99542236328125,152.72540352964293,151.6304317801004,152.1638729646037,4812100,
2023-04-24,153.558349609375,153.82039342922906,151.92056859512866,152.1451837037109,4728900,1.0
2023-04-25,154.32571411132812,155.5423539338582,153.9420163826339,154.2414888255401,5506200,0.0
2023-04-26,151.4245147705078,152.7908837042808,150.20787492131305,152.24807471678423,5192000,1.0
2023-04-27,139.32366943359375,144.00304318261283,137.72333160840583,144.00304318261283,17063000,0.0
2023-04-28,141.42938232421875,141.68207249569102,137.98537022846799,138.48138268486346,7123800,1.0
2023-05-01,143.85330200195312,144.78917667320817,141.14862477323857,141.16733198483746,5601000,1.0
2023-05-02,141.89732360839844,145.07930629481433,141.5042579309612,143.70356928362636,5135600,1.0
2023-05-03,139.67930603027344,141.79437781819354,138.93060337639315,141.38260492485898,6815300,
2023-05-04,137.91050720214844,139.44534125956457,136.96527882177244,139.44534125956457,5694300,1.0
2023-05-05,138.53753662109375,139.80097323223188,137.70460867369843,139.0148275975848,4447700,
2023-05-08,137.99473571777344,138.69664181428328,137.33027261005446,138.64984521845275,3689500,
2023-05-09,137.41448974609375,138.9399701415312,136.8904021767034,137.9572988087667,4201600,1.0
2023-05-10,137.03077697753906,137.55486454425986,135.84221206566608,137.12437016316,4127300,1.0
2023-05-11,137.18984985351562,138.1070172143719,135.87963116702477,137.84495919676104,4300400,
2023-05-12,137.71397399902344,138.13512909211804,136.70324176048248,137.37705849273763,3526200,0.5
2023-05-15,137.18984985351562,139.35171782638187,136.31949335755655,138.2005961032283,4391800,1.0
2023-05-16,134.1014862060547,137.5174376005841,134.0453360060886,136.50669116024832,4685400,
2023-05-17,134.1576385498047,134.3167355287544,131.50911154191775,133.84879819761497,5482000,
2023-05-18,134.24188232421875,134.35418272945296,132.87549884583314,133.46510453394478,4791200,1.0
2023-05-19,135.80477905273438,136.45053488422005,134.5787854736829,134.63493567114867,5609900,0.5
2023-05-22,135.60826110839844,137.25540999662206,134.56008583794124,136.14171663160278,3867300,0.0
2023-05-23,133.380859375,135.53337393023466,133.21239451191028,135.18709059845008,5121900,0.5
2023-05-24,132.0987091064453,133.77393282800705,131.90218341506238,133.44637096861584,4143500,
2023-05-25,129.73097229003906,131.20965632540845,129.39405675944457,131.05055930822735,6986600,0.0
2023-05-26,128.7389373779297,130.88209870311107,128.30844295963442,129.82455559154485,7590300,
2023-05-30,127.69075012207031,128.06509430099447,126.5770569113456,126.80167198688913,7671500,
2023-05-31,129.11326599121094,129.81517194062312,127.06369833407726,127.85918317522321,12579100,0.0
2023-06-01,124.88313293457031,126.586417608495,122.69318937653179,126.586417608495,11895600,0.3333333333333333
2023-06-02,128.09315490722656,128.18674808152548,124.9392620016785,125.13580195558085,6661200,
2023-06-05,128.0838165283203,129.4408320350938,127.55036107596435,128.2148384197264,4276200,
2023-06-06,126.7455062866211,128.720202514098,125.99681793598609,128.65469870955914,4359900,1.0
2023-06-07,127.74689483642578,128.27098237654542,125.65053039563277,126.24948962438586,4645200,
2023-06-08,128.81381225585938,129.04778096558599,127.27897809126561,128.214852930172,4714200,1.0
2023-06-09,129.3191375732422,130.2643800016279,128.2896841435241,128.73889992594087,4359500,
2023-06-12,128.8980255126953,130.71362481527393,128.1306156423062,130.62939951492305,4888500,
2023-06-13,129.44081115722656,129.5905545176282,128.40198979994867,128.69210863553127,4229100,0.25
2023-06-14,127.49420166015625,130.33926863975182,127.35382617248158,129.90876001035932,6128300,0.5
2023-06-15,127.17601013183594,128.06508822483403,126.77359087260135,127.9808629306195,6614900,0.0
2023-06-16,129.74969482421875,130.01173865229768,127.73756951283038,127.93409524373077,14615000,
2023-06-20,128.98226928710938,130.0397980799686,127.89665111290446,128.3084383017626,4868800,1.0
2023-06-21,128.0838165283203,128.61725770036114,126.0436021846367,127.98086973647872,5828400,1.0
2023-06-22,128.5985565185547,129.05712601982447,127.17602285920647,128.35521993716338,4826900,-1.0
2023-06-23,127.20410919189453,129.79648655124504,126.9701404770153,128.49562106772927,7394900,0.0
2023-06-26,126.29630279541016,127.41934971172012,125.11710567533213,127.41934971172012,6468100,
2023-06-27,124.09698486328125,126.23077793250496,124.02211317730503,126.23077793250496,7839900,
2023-06-28,124.01275634765625,124.63043710179369,122.56216192852088,124.09699592708606,6911900,0.5
2023-06-29,124.68659973144531,125.32300204226854,123.65714598556993,123.88174680559973,4947600,0.0
2023-06-30,126.09039306640625,127.21343983906652,124.28416176809411,124.91119609716013,8710500,0.75
2023-07-03,126.35244750976562,126.74551319938146,124.61171986700079,125.40721913333103,2674600,0.6666666666666666
2023-07-05,128.79507446289062,129.03841102961724,126.00617179434552,126.51153786006667,6903300,1.0
2023-07-06,128.4488067626953,129.4127565926969,127.69075051583145,128.66405395222472,6091000,
2023-07-07,126.8110122680664,128.82313700890293,126.67063678579913,128.35519969426062,6872700,1.0
2023-07-10,125.86580657958984,127.36319768648295,125.46337299114697,126.7268096791245,5153300,1.0
2023-07-11,126.87653350830078,127.05433769683216,125.10771670577472,125.40720344915921,5144800,
2023-07-12,126.32439422607422,127.84052132536884,126.14657570427957,127.11054002139365,4944100,1.0
2023-07-13,126.40953826904297,126.89213502593107,125.56737631837841,125.78500978285227,4631800,
2023-07-14,128.699462890625,129.27667599323456,126.91105089051175,127.4882639931213,5543400,0.5
2023-07-17,127.5828857421875,128.90762993049313,127.32739420636115,128.51967841446495,4033000,1.0
2023-07-18,129.2388153076172,130.4878576891117,127.469332584405,127.55449161160574,5392800,0.0
2023-07-19,130.2797088623047,130.6392885262552,129.58895032138528,129.8633709402836,4784200,1.0
2023-07-20,134.54727172851562,135.04878300602772,131.1029227689432,131.3773288790692,7009800,1.0
2023-07-21,136.0139617919922,136.43029960720332,134.31070913475682,134.55672890355802,5654300,
2023-07-24,135.48406982421875,136.6668823395383,135.16234828532288,135.4083825292321,4468700,
2023-07-25,134.0173797607422,135.24749309639287,133.7240445979754,134.7459817977346,4778200,0.25
2023-07-26,134.27285766601562,134.63243725542347,132.9670425966912,133.82811904920948,5006800,0.5
2023-07-27,140.8493194580078,143.23385908221516,136.71419710502195,136.71419710502195,13664400,1.0
2023-07-28,142.74180603027344,143.6028824830474,140.57488563053147,141.86178609767924,8000300,1.0
2023-07-31,141.54005432128906,142.4106024508116,139.6853982619571,142.3443580307587,9109200,0.0
2023-08-01,140.55596923828125,142.76073348019156,139.89359712322067,141.93750059708978,4409600,0.0
2023-08-02,141.35081481933594,142.47685451160754,140.14907340235567,140.14907340235567,5756400,
2023-08-03,141.03855895996094,141.33189413641165,140.21531167921222,140.953399929113,4674300,0.0
2023-08-04,139.7895050048828,142.47686591187275,139.2501500262901,140.96286017381163,4231200,
2023-08-07,142.249755859375,142.7701962164661,139.85574465538423,140.04499175651873,3800600,
2023-08-08,141.57791137695312,143.59342836915135,140.915539306798,142.6755647724263,4013400,0.0
2023-08-09,142.66610717773438,143.8867632446096,141.85233165360816,142.40115835021683,3737100,1.0
2023-08-10,143.3000946044922,144.62483875780495,142.47686176912129,143.07298941879785,3275800,
2023-08-11,144.0002899169922,145.24934660334006,143.56502308772042,143.7826565023563,3454800,
2023-08-14,144.08547973632812,144.9087125485104,143.4231076783293,144.79516717817572,2570900,0.0
2023-08-15,143.9435272216797,144.681600973484,142.68501314780121,143.42310133823287,3636300,
2023-08-16,143.40419006347656,145.3440054468163,143.24332929647576,144.38828370825462,3214900,
2023-08-17,141.9564208984375,143.7448327182869,141.86179012841504,143.03514525900334,5285700,0.0
2023-08-18,142.06997680664062,142.81750796618869,141.208885826919,142.21190853357083,4050900,
2023-08-21,142.08889770507812,142.2686875079702,140.87769890926967,141.66308811006598,3944800,0.0
2023-08-22,140.2720947265625,141.93748940433392,140.01660320281883,141.93748940433392,3209900,0.0
2023-08-23,139.17442321777344,140.99122111290185,138.09569901633387,140.67895694424487,5414800,0.0
2023-08-24,138.74864196777344,139.87468177671576,138.48369312315515,139.02304811447485,3986300,
2023-08-25,138.80540466308594,139.73272555247982,138.34173699907495,139.11766887289397,3275100,1.0
2023-08-28,139.50563049316406,140.11124435391685,138.88111646686377,139.183908958611,2806900,
2023-08-29,139.65704345703125,140.9061004718439,138.6256343527157,140.03555214574575,3419100,1.0
2023-08-30,140.3477783203125,140.8019741849074,139.00409088823272,140.1585168079906,3486400,0.6
2023-08-31,139.06089782714844,140.71683522562262,138.97572435901228,140.4140283136458,4110700,0.0
2023-09-01,140.23423767089844,140.88715243712113,139.43939118968308,139.43939118968308,3357800,
2023-09-05,138.2471160888672,140.95339137891312,138.02001091508706,140.5181100721581,3911100,1.0
2023-09-06,137.78346252441406,138.26604482457026,136.01397965187897,138.24713022045916,5304300,0.0
2023-09-07,140.9060821533203,140.99124118272366,138.0294742475846,138.29442307592498,5142100,
2023-09-08,141.0101776123047,141.71039336447853,140.23424568963432,140.99124856968055,4339800,
2023-09-11,141.0290985107422,141.37922084108484,140.44242811087074,140.85878043541035,2911600,1.0
2023-09-12,141.2467498779297,141.5590141289922,139.68542862261705,141.4643833479563,2424800,
2023-09-13,143.03514099121094,144.20848164816152,141.03855308778773,141.3886609368936,5953700,0.0
2023-09-14,145.3818359375,146.37540123306724,143.64073956426714,143.8394439602039,6336900,
2023-09-15,143.9435272216797,146.38485364635062,143.76373743417886,144.56805560816866,8861500,0.0
2023-09-18,145.66571044921875,145.69409679084268,143.92461411602352,144.85193496586896,2967600,
2023-09-19,145.23989868164062,146.3280802637133,143.4514869933426,145.6183928566327,3509700,-0.3333333333333333
2023-09-20,145.35345458984375,146.55519606248598,145.12634940519874,145.7792641772534,2744800,-0.6666666666666666
2023-09-21,145.18312072753906,146.52680834244453,144.45451867274375,145.41968321150256,3660300,
2023-09-22,144.53021240234375,145.62785129383667,144.3220362728855,145.62785129383667,3049200,
2023-09-25,146.33755493164062,146.42272840395523,143.50827670702722,144.2463505428941,3740000,
2023-09-26,145.63734436035156,146.29025918575292,145.0885176149219,146.10099763043755,3936300,
2023-09-27,144.89926147460938,145.72249432217217,143.46095748783426,145.57109086280036,3621300,0.0
2023-09-28,144.06654357910156,145.56162011538203,143.233839068103,145.38183032881395,3697400,0.6666666666666666
2023-09-29,141.0480194091797,144.33150798789927,140.83038595705779,144.26527799752688,5581600,1.0
2023-10-02,140.28155517578125,140.85876822318963,138.83379390646041,140.48973132000253,3827800,1.0
2023-10-03,139.50563049316406,140.03554262132275,137.5374432002341,139.88413915613455,4580900,1.0
2023-10-04,139.7516632080078,140.12070012623187,138.44583360261709,138.6918678405191,3159600,
2023-10-05,139.52456665039062,141.49276848230926,139.18391605566183,139.97876263048573,3599500,1.0
2023-10-06,140.2720947265625,141.3035036842966,138.2660350580475,138.6161573501786,5370100,
2023-10-09,141.0953369140625,141.7009363315235,139.25015231700385,140.30049038588785,2903300,-1.0
2023-10-10,140.88714599609375,141.52113169179037,140.08282781156495,141.3602709426101,3729000,0.0
2023-10-11,141.31295776367188,142.3159803557459,140.7736028243196,141.1142533686681,3189800,1.0
2023-10-12,141.7334747314453,142.0201940441943,140.5005860615697,141.5710038569559,4554400,0.0
2023-10-13,141.40855407714844,143.03327764756148,140.81599685356554,142.35470899226812,4304700,0.6666666666666666
2023-10-16,140.71087646484375,142.88036841638888,140.41460512450894,141.65704602736903,3704400,1.0
2023-10-17,142.57452392578125,143.0332807377863,140.63441048069487,140.80644793098492,5372400,
2023-10-18,142.67007446289062,142.9854642417924,141.77169410780365,142.66052249982684,4910500,1.0
2023-10-19,139.07659912109375,141.97243414853557,136.98356666730544,141.97243414853557,6147100,1.0
2023-10-20,139.75515747070312,140.9784798819015,138.84722491939777,138.84722491939777,4223800,1.0
2023-10-23,138.32156372070312,139.93673533189553,137.81503251026615,139.6882530006168,3903300,0.5
2023-10-24,139.83160400390625,140.4623836653183,138.67518920780296,138.7229636141188,3362900,
2023-10-25,138.8280792236328,140.3954616675452,138.40757407592756,139.64044821125444,5461500,0.0
2023-10-26,138.77073669433594,139.48752770472316,137.84368582091645,138.44579493624985,5569400,1.0
2023-10-27,132.77838134765625,136.66817486289824,130.0067948235579,132.62547699044634,9427200,-1.0
2023-10-30,135.60731506347656,139.25817797832912,134.4413337355086,134.4413337355086,9258500,-0.5
2023-10-31,134.9287567138672,135.92271525769831,133.49517443896514,135.79846679393117,10394000,0.5
2023-11-01,136.16162109375,137.34672081065685,135.47350055917832,135.57863049038096,4207800,
2023-11-02,136.91664123535156,137.4040684780161,134.2884074098976,135.05298743938715,4066800,
2023-11-03,135.15811157226562,137.5760854212074,134.651580423398,137.5760854212074,5414500,
2023-11-06,134.94784545898438,136.0660376367647,134.7375856050616,135.607295493274,4377000,1.0
2023-11-07,135.86537170410156,135.8844756341984,134.34577802169616,135.25371052848948,5024400,1.0
2023-11-08,135.74110412597656,137.51874644586732,135.63597419263866,137.08867474881245,5299100,
2023-11-09,131.92776489257812,135.3301450492673,129.83474744692236,134.7567064227191,14970300,
2023-11-10,132.4534149169922,133.18932442044198,130.36038288217208,132.51075586318177,4586400,
2023-11-13,132.501220703125,132.99819993837633,131.3447913367646,132.45343171418992,4454700,1.0
2023-11-14,131.9468994140625,133.89657931440001,131.85133602014122,132.7783723986216,4509200,0.0
2023-11-15,131.50726318359375,132.1284762258984,130.26482251583406,132.1284762258984,6473200,0.5
2023-11-16,132.1571502685547,132.6732479764484,130.98161706325357,132.1571502685547,5257000,1.0
2023-11-17,132.17628479003906,132.7306050034055,131.29702277050518,132.23362574605065,4332300,0.3333333333333333
2023-11-20,132.1858367919922,132.54901562437075,131.06764439999523,131.44037519732757,4490000,0.0
2023-11-21,132.5872344970703,133.1893436854524,131.72709101351205,132.5872344970703,4690800,-1.0
2023-11-22,132.3387451171875,133.6480787853247,132.20494470280232,132.9026172504428,3428500,1.0
2023-11-24,132.52987670898438,133.8774473007926,132.32918339378335,133.80098784347544,1636500,
2023-11-27,132.93128967285156,133.20845705302,131.68884890213647,132.5585588999522,5529400,
2023-11-28,131.9660186767578,133.476060307561,131.81309974583172,132.89306964366327,5347200,1.0
2023-11-29,132.36741638183594,132.93128851845202,131.55504734334383,131.90867418451705,3996500,0.0
2023-11-30,136.08517456054688,136.38144587212355,131.8991100082008,131.8991100082008,9297400,0.5
2023-12-01,137.0600128173828,137.71946293277355,135.98004294242975,136.22852526255676,4902200,1.0
2023-12-04,137.76724243164062,139.04792026943193,136.926217464569,137.0600178854544,4845300,1.0
2023-12-05,138.1686553955078,138.6560680793198,136.34322394759823,137.7290171171103,3961700,0.5
2023-12-06,139.89849853515625,140.557948612478,138.32154952783236,138.37889047661673,4978800,
2023-12-07,141.41810607910156,141.8099553789777,138.77075354270355,141.10271624626117,7225100,
2023-12-08,142.67007446289062,143.42510245627213,141.44675236583805,141.51365985673377,5694600,1.0
2023-12-11,144.54331970214844,145.94823142318276,143.9698809895479,143.9985514668627,6343500,0.5
2023-12-12,146.4547576904297,146.7892514421973,143.52068589025373,145.01160899291378,5882200,0.3333333333333333
2023-12-13,147.46783447265625,147.91702475681552,145.96734467596397,146.20627505761664,8104500,1.0
2023-12-14,148.0221405029297,148.28974133804775,145.99600114441205,147.52516127350253,7869600,1.0
2023-12-15,147.2193145751953,148.98740495685087,146.3305006940226,147.88833120597369,15203000,0.3333333333333333
2023-12-18,146.62677001953125,147.51559847192385,145.03071709049044,146.2253687963429,5379600,0.0
2023-12-19,146.798828125,147.6398531278359,145.6997396509189,146.7892615767893,5476700,0.75
2023-12-20,144.97340393066406,147.38182631459537,144.8300369485905,147.17156640741032,4716400,0.8
2023-12-21,145.83352661132812,146.13936446277506,144.59108586033994,145.3174434659507,4036100,0.0
2023-12-22,148.0794677734375,148.57644695694466,146.31137744899206,146.5025188016793,3372800,1.0
2023-12-26,147.7736358642578,148.40441547823792,147.30534171888098,147.42002361845883,2073400,1.0
2023-12-27,148.0221405029297,148.10815193211369,146.9135001384967,147.22888996198978,3747400,0.0
2023-12-28,147.8978729248047,148.73891234536308,147.6971650328442,148.37573358045833,2601200,1.0
2023-12-29,148.108154296875,148.33753269484646,147.57295261809358,147.69718649007012,3711400,1.0
2024-01-02,152.74339294433594,153.04921619267208,147.91699721692285,148.04123107570763,8059900,0.0
2024-01-03,153.3550567626953,154.5879309079093,152.76249959939608,153.47929062369857,5301400,0.0
2024-01-04,154.310791015625,155.10402698226054,152.37066306465198,153.21170260334753,8332200,1.0
2024-01-05,154.96066284179688,155.81125428047872,153.4984103076938,154.18653086293654,5607600,
2024-01-08,154.2821044921875,155.56278230027547,152.70516995524463,154.99889556955276,6001600,0.25
2024-01-09,155.12313842773438,156.23177875402797,153.71822680012036,154.28209892735285,4454000,1.0
2024-01-10,157.58888244628906,157.77047182414165,154.71216662205745,155.08489734069974,6609900,0.75
2024-01-11,156.52806091308594,157.8087241806642,155.868610766648,156.9772511698436,4591500,
2024-01-12,156.69207763671875,157.56045392817202,156.47980885808468,157.02978198158686,4971100,0.5
2024-01-16,155.80441284179688,156.5955991376613,155.36058883593293,156.28683920098715,4747700,0.0
2024-01-17,156.34471130371094,157.2227307170207,155.84299854394752,156.06491052316915,4423100,0.4
2024-01-18,157.56044006347656,157.9077876049958,155.34127603279714,155.4956559895797,5074300,-0.5
2024-01-19,158.97879028320312,159.07526672382843,156.8850616015844,158.14901633690627,5863000,1.0
2024-01-22,159.57699584960938,159.63488465905394,158.00428115477098,158.66038868093995,4864000,0.0
2024-01-23,161.61280822753906,161.6417526273335,158.29371297461216,158.6700048944218,5784700,1.0
2024-01-24,158.44813537597656,162.04703236535508,158.29375538738742,161.87336592005684,5422200,0.6
2024-01-25,159.3261260986328,159.40331607892614,157.4639527899544,158.23583787040425,4465800,0.0
2024-01-26,158.6217803955078,160.03047183675466,157.75341884133812,159.46121226852154,4654300,
2024-01-29,158.1490020751953,160.89882330603422,157.92707536455285,160.02081857984447,4704100,1.0
2024-01-30,159.12350463867188,159.1813934447548,157.5218456321196,158.44811069689794,3819600,0.6666666666666666
2024-01-31,158.6217803955078,160.03047183675466,158.18759961842295,159.92433744924642,4993900,0.6666666666666666
2024-02-01,161.69964599609375,161.7864791979307,156.95257290340214,157.9463699177115,5584400,1.0
2024-02-02,162.74171447753906,166.7748067001424,159.422618602761,163.4653540529418,7870400,0.0
2024-02-05,165.2406768798828,167.0449615360197,162.52944300445304,163.87058773979848,6486700,
2024-02-06,167.19932556152344,167.8457898559122,163.80305450218924,165.61696764996321,7037400,0.0
2024-02-07,168.85885620117188,169.38952810073215,167.2282675970437,167.89400355560153,6409100,0.0
2024-02-08,168.64659118652344,169.7272361848488,168.1738228020842,168.2220683799307,5709100,
2024-02-09,167.96156311035156,169.23516104389248,166.96776598746115,168.91677260237034,3502700,0.0
2024-02-12,166.987060546875,168.6176492106778,166.17657310584744,167.44052776220425,3477100,0.3333333333333333
2024-02-13,167.19932556152344,169.04219783630862,165.92572759489423,168.32821622800353,5480400,0.3333333333333333
2024-02-14,168.2895965576172,168.71413407697264,166.61074765538876,166.9773963716472,4348500,0.0
2024-02-15,170.38333129882812,170.52806803437858,167.7010420251087,167.9036675658859,5276200,0.25
2024-02-16,171.251708984375,172.63144126215732,169.88161993338372,170.67279148227337,6689400,0.0
2024-02-20,169.5728759765625,172.39988755336188,169.35096395960022,169.65006596561133,5484100,0.0
2024-02-21,168.98431396484375,170.42194989577695,167.40195600704828,170.09388876408093,3819100,0.2
2024-02-22,170.5377197265625,171.10697930286173,167.0546007885096,168.6369586740179,4852300,0.0
2024-02-23,171.83062744140625,172.6218137849655,170.78858467604002,171.02979787017614,3941800,-1.0
2024-02-26,172.52529907226562,173.47085054193565,171.74377078552428,172.55424347381287,4327400,0.3333333333333333
2024-02-27,172.69898986816406,173.22000384765292,170.75962652107572,172.48672109661723,3888500,0.0
2024-02-28,171.7437744140625,173.567345362481,170.6727873667384,173.52875773376377,4331300,0.3333333333333333
2024-02-29,169.86231994628906,171.76308093376417,169.2255136340166,171.61834419598384,7485700,0.4
2024-03-01,172.62179565429688,172.89195322555554,169.5728576672535,169.86231641431164,4028700,
2024-03-04,170.8271942138672,173.65420590120712,170.08425342239633,172.08150582060765,4723600,0.0
2024-03-05,172.86302185058594,173.27790146539857,171.54116357464724,171.54116357464724,5309800,0.6
2024-03-06,174.69622802734375,175.7575718895022,171.84027227141829,172.12971630429433,6047100,1.0
2024-03-07,174.2234649658203,176.00843368736767,173.2296531067082,175.7865216811991,6125200,0.5
2024-03-08,172.56390380859375,175.7382625761889,172.39986590091405,173.42262208549508,6195600,
2024-03-11,173.31649780273438,174.88919771595232,171.97535311858783,172.1393763133414,5134800,-1.0
2024-03-12,174.5611572265625,176.46191831601683,173.37439247000725,173.40333687461947,5391100,
2024-03-13,173.5384063720703,176.09526012571777,173.11386883052498,176.08561689885858,5987900,0.6666666666666666
2024-03-14,174.83132934570312,175.64180218716177,172.38060964248697,173.8278888832999,6999400,0.0
2024-03-15,171.6280059814453,174.23310537239755,171.29994486863419,173.51910906184688,20957800,0.6
2024-03-18,172.21656799316406,173.5577126905181,171.32890525385272,172.71828080941557,8569000,0.8
2024-03-19,173.34544372558594,173.6059433605743,171.92710904515715,171.92710904515715,7625600,0.4
2024-03-20,170.0745849609375,172.93054063126357,169.55355627240925,172.92089740461802,7326600,0.4
2024-03-21,171.2613525390625,171.49292248484323,169.6982958918726,170.59560182711607,5743600,-0.2
2024-03-22,172.17796325683594,172.69899196513512,170.56666099688104,171.00084177214103,4084000,0.2
2024-03-25,172.25515747070312,172.9016070359632,171.8692222659905,172.70863943360686,4366400,0.0
2024-03-26,172.89195251464844,173.4515688306642,172.1104242065434,172.93054014360524,4392400,-1.0
2024-03-27,174.0111846923828,174.23309668389274,172.52530333796557,173.48051278009095,5073500,0.0
